title,artist,bpm,energy,danceability,acousticness,instrumentalness,mood,vocals,instrumentation,genre
Tuyo,Tito Nieves,104,0.589,0.812,0.522,0.0,bright,pop vocals,electronic,salsa
It Won't Hurt,Kochetkovv,114,0.289,0.914,0.628,0.28,bright,soft vocals,acoustic,sad
Yendo De La Cama Al Living,Charly García,80,0.433,0.659,0.368,0.000312,balanced,pop vocals,bass,punk
Oklahoma Smokeshow,Zach Bryan,123,0.573,0.544,0.0958,0.0,dark,pop vocals,bass,country
Guardians Of Asgaard,Amon Amarth,135,0.953,0.529,0.000129,0.000487,intense,pop vocals,guitar,death-metal
Laat Maar Waaien,Lawineboys,140,0.996,0.605,0.449,0.0,energetic,pop vocals,guitar,happy
Without You,Mike Williams;Felix Jaehn;Jordan Shaw,124,0.871,0.722,0.0201,2.11e-06,balanced,pop vocals,electronic,progressive-house
Frosty The Snowman,Ella Fitzgerald,77,0.502,0.579,0.733,0.0,bright,pop vocals,acoustic,blues
Pra Gente Se Encontrar de Novo / É Você / Primeiro Amor / Tempo de Aprender,Thiago Soares,90,0.603,0.63,0.791,0.0,bright,pop vocals,acoustic,samba
Chaand Baaliyan,Aditya A,97,0.396,0.729,0.796,0.0,bright,soft vocals,acoustic,indie
Twilight Zone - Edit,D-Block & S-te-Fan;Ghost Stories,150,0.869,0.395,0.0721,9.1e-05,intense,pop vocals,guitar,hardstyle
In Da Getto,J Balvin;Skrillex,127,0.723,0.924,0.0177,2.61e-05,balanced,pop vocals,electronic,latino
Christmas Lights,Yellowcard,131,0.571,0.517,0.00674,0.00142,dark,pop vocals,bass,punk
Rangisari,Kanishk Seth;Kavita Seth,140,0.758,0.524,0.27,0.13,intense,pop vocals,guitar,indie
Sleigh Ride,Ella Fitzgerald,77,0.287,0.593,0.764,0.0,calm,soft vocals,acoustic,blues
Forklift,Koo Koo Kanga Roo,130,0.954,0.773,0.000408,0.0194,intense,pop vocals,electronic,kids
THE DROP,Gammer,150,0.988,0.565,0.00664,0.0508,intense,pop vocals,guitar,happy
Ding Dong The Witch Is Dead,Kidz Bop Kids,124,0.95,0.586,0.012,1.38e-05,energetic,pop vocals,guitar,children
Sunny Day,MR TOUT LE MONDE,120,0.422,0.451,0.512,0.162,dark,pop vocals,bass,french
'Til You Can't,Cody Johnson,160,0.815,0.501,0.0513,0.0,balanced,pop vocals,guitar,country
Bijlee Bijlee,Harrdy Sandhu,100,0.67,0.795,0.269,0.0,balanced,pop vocals,electronic,pop
Vai Passar,Gerson Rufino,136,0.555,0.526,0.037,0.0,dark,pop vocals,bass,gospel
Let Me Love You,DJ Snake;Justin Bieber,100,0.716,0.649,0.0863,2.63e-05,intense,pop vocals,bass,electro
大眠,Cyndi Wang,136,0.519,0.567,0.764,0.0,dark,pop vocals,acoustic,mandopop
"Oh, Pretty Woman",Roy Orbison,127,0.603,0.619,0.712,0.0,bright,pop vocals,acoustic,rockabilly
Talking In Your Sleep,The Romantics,130,0.967,0.72,0.0289,0.000345,energetic,pop vocals,electronic,power-pop
Merry Christmas,Bryan Adams,110,0.511,0.683,0.406,0.000197,balanced,pop vocals,bass,singer-songwriter
Reminiscent of Days - Orchestra Version,Yiruma,144,0.275,0.242,0.966,0.867,dark,instrumental,piano,new-age
Clean It Up,The Laurie Berkner Band,119,0.234,0.863,0.897,6.89e-05,bright,soft vocals,acoustic,children
Qué Más Pues?,J Balvin;Maria Becerra,102,0.817,0.904,0.0254,0.000141,energetic,pop vocals,electronic,reggaeton
Tonight Tonight,Hot Chelle Rae,100,0.783,0.686,0.0764,0.0,energetic,pop vocals,guitar,punk-rock
Die a King,iamjakehill,125,0.946,0.632,0.192,0.0,intense,pop vocals,guitar,sad
55 Ghetto,Keskin,140,0.942,0.585,0.161,0.0,balanced,pop vocals,guitar,turkish
明け星,LiSA,95,0.867,0.389,0.000303,0.0,intense,pop vocals,guitar,j-rock
En Nombre de los Dos,Víctor Manuelle,92,0.776,0.744,0.235,3.55e-05,energetic,pop vocals,electronic,salsa
Beautiful Now,Zedd;Jon Bellion,128,0.833,0.628,0.0079,1.48e-05,balanced,pop vocals,guitar,techno
Thank You Lord (feat.Thomas Rhett & Florida Georgia Line),Chris Tomlin;Thomas Rhett;Florida Georgia Line,105,0.881,0.667,0.35,0.0,energetic,pop vocals,guitar,world-music
Touching Softness,Robert Haig Coxon,87,0.139,0.0959,0.965,0.956,dark,instrumental,piano,new-age
Comfortably Dumb,PEARS,94,0.992,0.394,0.000361,0.000525,intense,pop vocals,guitar,power-pop
Casi Nada,KAROL G,98,0.848,0.734,0.121,4.74e-05,balanced,pop vocals,electronic,reggae
Cold Little Heart - Radio Edit,Michael Kiwanuka,110,0.58,0.629,0.357,0.000353,bright,pop vocals,bass,british
Oma liebt Opapa,Rolf Zuckowski,94,0.482,0.808,0.58,0.0,bright,pop vocals,acoustic,children
Superbeast,Rob Zombie,154,0.975,0.514,7.65e-05,0.561,intense,pop vocals,guitar,metal
Evolved As One,Napalm Death,119,0.599,0.383,1.07e-05,0.652,balanced,instrumental,bass,grindcore
Tubarão,BaianaSystem,131,0.925,0.738,0.0125,0.836,energetic,instrumental,electronic,afrobeat
16 Shots,Stefflon Don,95,0.792,0.684,0.0273,0.000374,balanced,pop vocals,guitar,dancehall
Never Been in Love,Haley Mae Campbell,148,0.742,0.679,0.121,7.21e-05,energetic,pop vocals,bass,country
Only for the Weak,In Flames,105,0.835,0.418,2.33e-06,0.766,balanced,instrumental,guitar,death-metal
Someday At Christmas,Stevie Wonder,101,0.536,0.325,0.614,0.0,dark,pop vocals,acoustic,funk
Square Hammer,Ghost,130,0.903,0.529,3.31e-05,0.182,energetic,pop vocals,guitar,metal
Happy Holiday / Holiday Season - Medley,Michael W. Smith,148,0.67,0.339,0.511,0.0,balanced,pop vocals,bass,world-music
AM1:27,Keyakizaka46,140,0.912,0.66,0.167,0.0,energetic,pop vocals,guitar,j-idol
King of My Heart - Live,Bethel Music;Steffany Gretzinger,136,0.529,0.438,0.0113,0.0,balanced,pop vocals,bass,ambient
Melhor Eu Ir - Ao Vivo,Péricles,132,0.481,0.529,0.56,0.0,balanced,pop vocals,acoustic,pagode
Ferxxo 100,Feid,164,0.562,0.705,0.257,0.0,balanced,pop vocals,electronic,reggae
"Part of Your World - From ""The Little Mermaid"" / Soundtrack Version",Jodi Benson;Disney,100,0.132,0.387,0.914,0.000707,dark,soft vocals,acoustic,disney
Canção Ao Cordeiro - Ao Vivo,Israel Salazar;Gabriel Guedes de Almeida,134,0.532,0.393,0.0122,0.0,dark,pop vocals,bass,gospel
Aquellos tiempos,Jorge Drexler,132,0.499,0.552,0.65,0.0685,bright,pop vocals,acoustic,afrobeat
all the good girls go to hell,Billie Eilish,93,0.446,0.854,0.313,0.215,balanced,pop vocals,bass,electro
Envolver,Anitta,92,0.733,0.813,0.15,0.00186,balanced,pop vocals,electronic,pagode
Impact,Taproot,111,0.981,0.532,3.46e-05,0.82,intense,instrumental,guitar,industrial
明天不要賴床 Baby,my little airport,122,0.515,0.676,0.374,3.38e-05,bright,pop vocals,bass,cantopop
Eternal Summer,The Strokes,94,0.78,0.617,0.0141,0.0112,intense,pop vocals,guitar,garage
Offering,Peter Kater;R. Carlos Nakai,57,0.0981,0.163,0.99,0.931,dark,instrumental,piano,new-age
Winter Wonderland,Ella Fitzgerald,116,0.339,0.499,0.917,0.0,bright,soft vocals,acoustic,jazz
Losing Interest,itssvd;Shiloh Dynasty,112,0.355,0.753,0.48,0.87,balanced,instrumental,bass,sad
Akuma no Ko,Higuchi Ai,90,0.663,0.567,0.223,0.0,intense,pop vocals,bass,j-pop
Sigue,J Balvin;Ed Sheeran,88,0.641,0.889,0.0515,2.75e-05,balanced,pop vocals,electronic,latino
Little Bright Star - Stereo,The Supremes,115,0.774,0.711,0.549,0.0,balanced,pop vocals,electronic,disco
The Business,Tiësto,120,0.62,0.798,0.414,0.0192,dark,pop vocals,electronic,edm
I'm Not Ready Yet,George Jones,95,0.333,0.612,0.709,0.00914,calm,soft vocals,acoustic,honky-tonk
You're Perfect - Remix,Charly Black;Juan Magán;Yonny Atella,105,0.789,0.821,0.0429,0.0,energetic,pop vocals,electronic,dancehall
The Rip,Portishead,75,0.486,0.418,0.929,0.461,dark,pop vocals,acoustic,trip-hop
The Gift of Guilt,Gojira,157,0.977,0.197,9.78e-05,0.694,intense,instrumental,guitar,death-metal
Caligula,Hästpojken,153,0.979,0.391,0.00103,7.72e-05,balanced,pop vocals,guitar,goth
Pega pega (Participação especial de Jojo Maronttinni) - Ao vivo,Imaginasamba;Jojo Maronttinni,158,0.751,0.511,0.844,0.0,energetic,pop vocals,acoustic,pagode
Who's Fucking Who,Impetigo,164,0.989,0.239,3.31e-05,0.182,balanced,pop vocals,guitar,grindcore
FLY HIGH!!,BURNOUT SYNDROMES,94,0.961,0.475,0.0132,0.0,balanced,pop vocals,guitar,anime
Once In a Dream,Tony O'Connor,84,0.268,0.124,0.934,0.875,dark,instrumental,piano,new-age
Chase The Devil,Max Romeo;The Upsetters,150,0.62,0.825,0.183,0.0,bright,pop vocals,electronic,dub
Phreaky MF - Mike Dunn's Phreak MixX,Mike Dunn;Mr. 69,118,0.809,0.927,0.000378,0.0158,balanced,pop vocals,electronic,chicago-house
Records,Weezer,100,0.773,0.658,0.000901,0.0,energetic,pop vocals,guitar,alt-rock
Blinding Lights,The Weeknd,171,0.796,0.512,0.00147,0.000209,intense,pop vocals,guitar,pop
Cariño,Los Tecolines,115,0.458,0.781,0.95,0.00149,bright,pop vocals,acoustic,guitar
Still into You,Paramore,136,0.923,0.602,0.0098,0.0,energetic,pop vocals,guitar,emo
Army Dreamers,Kate Bush,143,0.225,0.703,0.731,4.59e-06,calm,soft vocals,acoustic,singer-songwriter
Kul,DJ Kantik,95,0.874,0.802,0.217,0.761,balanced,instrumental,electronic,turkish
Drown,Bring Me The Horizon,143,0.94,0.405,0.000102,2.79e-05,intense,pop vocals,guitar,metalcore
"I Like You so Much, You’ll Know It",AVIWKILA,108,0.508,0.717,0.889,0.0,bright,pop vocals,acoustic,j-pop
Fire - Remastered,Red Hot Chili Peppers,106,0.986,0.421,0.00482,0.0,intense,pop vocals,guitar,alt-rock
The Motto,Tiësto;Ava Max,118,0.763,0.754,0.0301,2.23e-05,balanced,pop vocals,electronic,house
Afternoon Skyfall,Nature Sounds,72,0.989,0.147,0.135,0.977,intense,instrumental,guitar,sleep
Laid to Rest,Lamb of God,104,0.956,0.366,0.000293,0.00447,intense,pop vocals,guitar,groove
Way down We Go,KALEO,163,0.505,0.489,0.579,0.000333,dark,pop vocals,acoustic,alt-rock
Color Blind,Ice Cube,165,0.747,0.767,0.462,1.49e-06,energetic,pop vocals,electronic,funk
Birth of 3000,LOS HERMANOS,129,0.47,0.686,0.000741,0.906,balanced,instrumental,bass,detroit-techno
Low Grav Freefall (High Altitude Mix),Ochre,160,0.821,0.512,0.367,0.716,intense,instrumental,guitar,idm
Algo Me Gusta De Ti,Wisin & Yandel;Chris Brown;T-Pain,128,0.769,0.626,0.00291,0.0,intense,pop vocals,guitar,latin
Enjoy the Ride,Krewella,128,0.873,0.556,0.237,2.63e-06,balanced,pop vocals,guitar,dub
"Christmas Oratorio, BWV 248 / Pt. 2: Sinfonia",Johann Sebastian Bach;Albrecht Mayer;Beni Araki,78,0.135,0.145,0.978,0.971,dark,instrumental,piano,german
Don't Give a Damn,Honky Tonk Hustlas,142,0.876,0.603,0.288,9.13e-06,energetic,pop vocals,guitar,goth
Way down We Go,KALEO,163,0.505,0.489,0.579,0.000333,dark,pop vocals,acoustic,alternative
Iron Pan Love,Breakfast For Brunch,70,0.321,0.618,0.485,0.907,calm,instrumental,bass,study
Better,JJ Heller,105,0.187,0.662,0.969,0.000273,dark,soft vocals,acoustic,acoustic
Can't Help Falling In Love,Kina Grannis,182,0.0596,0.266,0.905,7.07e-05,dark,soft vocals,acoustic,acoustic
When We Feel Young,When Chai Met Toast,88,0.7,0.573,0.267,0.0187,intense,pop vocals,bass,indie-pop
Tudo por Você,Lado de Cá;Lays Barros,97,0.329,0.679,0.585,0.0,bright,soft vocals,acoustic,mpb
RAIN,Jack Harlow,101,0.607,0.877,0.00181,1.69e-05,dark,pop vocals,electronic,k-pop
Blood City,Saba Alizadeh,173,0.316,0.116,0.947,0.695,dark,instrumental,piano,iranian
Layla,Derek & The Dominos,116,0.89,0.459,0.451,0.11,balanced,pop vocals,guitar,british
Howlin' for You,The Black Keys,133,0.747,0.725,0.0272,0.0468,balanced,pop vocals,electronic,punk-rock
Fingers Crossed,Lauren Spencer Smith,109,0.473,0.56,0.618,0.0,balanced,pop vocals,acoustic,songwriter
摯友,A-Lin,139,0.445,0.315,0.578,0.0,dark,pop vocals,acoustic,mandopop
Falsa consideração - Ao vivo,Jorge Aragão,106,0.623,0.509,0.41,3.61e-06,balanced,pop vocals,bass,samba
Seharusnya,Last Child,112,0.736,0.583,0.000961,0.0,balanced,pop vocals,bass,punk-rock
Moral of the Story,Ashe,120,0.406,0.572,0.587,4.48e-06,dark,pop vocals,acoustic,electro
Neugeborene Schlafhilfe,Weißes Rauschen HD,0,0.398,0.0,0.795,0.979,dark,instrumental,piano,sleep
Calling (ASOT 1090),ALPHA 9;Scorz;Tom Bailey,126,0.888,0.568,0.000298,0.0842,intense,pop vocals,guitar,trance
Ocular,MIKTEK,120,0.136,0.272,0.891,0.898,dark,instrumental,piano,idm
All The Small Things,blink-182,149,0.9,0.442,0.0109,0.0,balanced,pop vocals,guitar,punk
You and Me on the Rock,Brandi Carlile;Lucius,172,0.686,0.568,0.15,1.81e-06,energetic,pop vocals,bass,acoustic
The Trumpet Shall Sound (Remastered 2014),Traditional;London Philharmonic Orchestra;The London Philharmonic Chorus,131,0.289,0.373,0.935,0.594,dark,soft vocals,piano,sleep
Dark Down Below,KLOUD,155,0.938,0.473,0.0171,0.000332,intense,pop vocals,guitar,club
I Love My Life,Super Siah,147,0.468,0.896,0.0905,0.0,balanced,pop vocals,bass,kids
Satu Sisi,Burgerkill;Ahmad Dhani,144,0.865,0.468,4.36e-05,0.0467,intense,pop vocals,guitar,death-metal
Gettin' over You - Aviccii's Vocal Mix at Night,David Guetta;Chris Willis;Fergie;LMFAO,128,0.81,0.624,0.00269,0.0186,intense,pop vocals,guitar,dance
Río Extraño,OConnor,124,0.862,0.572,0.000313,4.95e-05,balanced,pop vocals,guitar,heavy-metal
Bring Me To Life,Evanescence,190,0.943,0.318,0.00721,2.06e-06,intense,pop vocals,guitar,alternative
Cachete a Cachete,Los Amigos Invisibles,118,0.755,0.781,0.564,0.00267,balanced,pop vocals,acoustic,afrobeat
IDOL,BTS,126,0.855,0.733,0.00481,0.0,balanced,pop vocals,electronic,k-pop
Santa Stole My Girlfriend,The Maine,108,0.493,0.677,0.601,0.0,bright,pop vocals,acoustic,punk-rock
Hometown,French 79,118,0.713,0.566,0.255,0.944,intense,instrumental,bass,french
Dooms Day,Arsames,165,0.992,0.456,7.98e-06,0.695,balanced,instrumental,guitar,iranian
Pogadhe,Yuvan Shankar Raja,80,0.407,0.658,0.727,1.26e-06,dark,pop vocals,acoustic,k-pop
Karma Chameleon - Remastered 2002,Culture Club,92,0.867,0.631,0.237,0.0,energetic,pop vocals,guitar,disco
Doe wat het beste is,Noortje Herlaar,129,0.117,0.389,0.819,1.63e-05,dark,soft vocals,acoustic,disney
Lifetime (with Ty Dolla $ign & 070 Shake),Swedish House Mafia;Ty Dolla $ign;070 Shake,100,0.718,0.584,0.0205,2.99e-06,intense,pop vocals,bass,progressive-house
Dit Is Mijn Leven - Edit,Neophyte;Drokz,100,0.999,0.543,0.0865,0.00042,intense,pop vocals,guitar,happy
Ambiente,J Balvin,81,0.736,0.789,0.136,0.0,energetic,pop vocals,electronic,reggae
Run Rudolph Run,Chuck Berry,152,0.876,0.647,0.881,3.59e-05,energetic,pop vocals,acoustic,r-n-b
Dil Galti Kar Baitha Hai,Jubin Nautiyal;Meet Bros.;Shardul Rathod,92,0.78,0.612,0.0781,0.0,balanced,pop vocals,guitar,k-pop
Run Rudolph Run,Chuck Berry,152,0.876,0.647,0.881,3.59e-05,energetic,pop vocals,acoustic,r-n-b
If I Lose Myself,OneRepublic,140,0.688,0.491,0.0849,0.0,intense,pop vocals,bass,piano
Saudade Véia - Ao Vivo,Humberto & Ronaldo,162,0.877,0.633,0.335,0.0,energetic,pop vocals,guitar,forro
Rendu Raaja,Yuvan Shankar Raja;Dhanush,150,0.695,0.607,0.163,4.26e-06,balanced,pop vocals,bass,pop-film
Hipnotízame,Wisin & Yandel,80,0.828,0.775,0.289,0.0,balanced,pop vocals,electronic,electro
Days In The Sun,Adam Mitchell;Stanley Tucci;Ewan McGregor;Gugu Mbatha-Raw;Ian McKellen;Emma Thompson;Emma Watson;Audra McDonald;Clive Rowe,94,0.269,0.299,0.938,2.36e-06,dark,soft vocals,acoustic,disney
Atombomb,Håkan Hellström,103,0.702,0.182,0.00768,0.452,balanced,pop vocals,bass,goth
Chop Suey!,System Of A Down,127,0.934,0.417,0.000278,0.0015,intense,pop vocals,guitar,metal
Vou te Amar,Vitor Fernandes,174,0.66,0.596,0.0533,0.00562,balanced,pop vocals,bass,forro
Lonely This Christmas,KT Tunstall,85,0.153,0.409,0.939,2.56e-05,dark,soft vocals,acoustic,acoustic
Brigada de Negro,Los Prisioneros,146,0.638,0.639,0.488,0.0,bright,pop vocals,bass,hardcore
Shadow of the Day,Linkin Park,110,0.393,0.534,0.00479,0.0107,dark,soft vocals,bass,grunge
Bruine Piste,Immer Hansi,127,0.843,0.877,0.00571,0.0,energetic,pop vocals,electronic,hardstyle
Christmastime,The Smashing Pumpkins,78,0.434,0.165,0.316,0.171,dark,pop vocals,bass,grunge
La Rebelión,J Balvin,128,0.8,0.756,0.066,0.0,energetic,pop vocals,electronic,reggaeton
Negro,J Balvin,164,0.907,0.791,0.0132,0.211,energetic,pop vocals,electronic,latin
Entre a Fé e a Razão - Ao Vivo,Trazendo a Arca,130,0.589,0.497,0.0293,0.0,dark,pop vocals,bass,groove
Windspitting Punk,Swingin' Utters,174,0.959,0.284,0.00142,0.000146,energetic,pop vocals,guitar,power-pop
"Orchestral Suite No. 3 in D Major, BWV 1068: II. Air",Johann Sebastian Bach;The English Concert;Trevor Pinnock,176,0.0744,0.0923,0.651,0.000237,dark,soft vocals,acoustic,german
Na hora do almoço,Belchior,125,0.774,0.627,0.303,3.6e-06,balanced,pop vocals,guitar,mpb
Давно мы дома не были,Oleg Pogudin,84,0.244,0.413,0.906,0.0,calm,soft vocals,acoustic,romance
Eu Não Gosto de Ninguém,Matanza,164,0.951,0.41,2.99e-05,0.0,balanced,pop vocals,guitar,punk
Good Luck,James Hype;Pia Mia,126,0.836,0.701,0.0721,0.0,energetic,pop vocals,electronic,deep-house
Dopamine,Purple Disco Machine;Eyelar,118,0.805,0.69,0.053,0.0,energetic,pop vocals,guitar,deep-house
"You're in Love, Charlie Brown",George Winston,69,0.295,0.322,0.954,0.857,bright,instrumental,piano,new-age
忽然之間,Karen Mok,138,0.335,0.73,0.674,0.0,dark,soft vocals,acoustic,cantopop
Monday Blues,Wasted Glitter,75,0.199,0.569,0.982,0.816,calm,instrumental,piano,study
Merry Christmas Baby,Kenny Burrell,94,0.17,0.499,0.862,0.00108,dark,soft vocals,acoustic,guitar
Fire - Remastered,Red Hot Chili Peppers,106,0.986,0.421,0.00482,0.0,intense,pop vocals,guitar,alternative
Dead Man's Party,Oingo Boingo,161,0.92,0.567,0.468,4.04e-05,energetic,pop vocals,guitar,synth-pop
"Adiye - From ""Bachelor""",Dhibu Ninan Thomas;Kapil Kapilan,90,0.454,0.709,0.445,0.0,balanced,pop vocals,bass,pop
Me Quiero Casar Contigo,Mike Laure,120,0.531,0.758,0.608,0.0,bright,pop vocals,acoustic,rock-n-roll
Man in the Box,Alice In Chains,106,0.791,0.355,0.00045,0.0,energetic,pop vocals,guitar,grunge
HISTORY,Becky Hill;Joel Corry,123,0.86,0.674,0.155,3.21e-06,energetic,pop vocals,guitar,house
UN PESO,J Balvin;Bad Bunny;Marciano Cantero,79,0.675,0.627,0.125,0.0,energetic,pop vocals,bass,reggaeton
Teletema,Kid Abelha,123,0.457,0.807,0.66,0.0391,balanced,pop vocals,acoustic,r-n-b
Line of Fire,José González,86,0.16,0.65,0.887,0.268,dark,soft vocals,acoustic,goth
Sparta,Activator,150,0.992,0.505,0.00439,0.264,intense,pop vocals,guitar,hardstyle
lead me on,sammy rash,79,0.478,0.787,0.566,0.0,balanced,pop vocals,acoustic,sad
Wake Me Up - Radio Edit,Avicii,124,0.807,0.524,0.00415,0.000834,balanced,pop vocals,guitar,edm
Something In The Way You Move,Ellie Goulding,109,0.804,0.66,0.0402,0.0,balanced,pop vocals,guitar,electro
Frontiers,Rival Consoles,105,0.591,0.67,0.456,0.912,dark,instrumental,bass,idm
Levitating,Dua Lipa;DaBaby,103,0.825,0.702,0.00883,0.0,energetic,pop vocals,electronic,dance
Rocket Ride - Soulwax Rock It Right Remix,Felix Da Housecat;Soulwax,130,0.763,0.707,0.00367,0.461,energetic,pop vocals,electronic,chicago-house
Å gå seg vill,Thorbjørn Harr,151,0.473,0.376,0.734,0.0,balanced,pop vocals,acoustic,disney
Great Spirit,Armin van Buuren;Vini Vici;Hilight Tribe,104,0.911,0.592,0.00608,0.0123,intense,pop vocals,guitar,trance
Down,Aaron Carl,141,0.468,0.776,0.0125,0.942,bright,instrumental,bass,detroit-techno
Set Me Free,Friction,174,0.969,0.376,0.0016,0.29,balanced,pop vocals,guitar,drum-and-bass
Aguinaldo Con Billo,Billo's,128,0.493,0.759,0.634,0.0,bright,pop vocals,acoustic,salsa
Gonna Be Okay,Brent Morgan,77,0.506,0.609,0.0204,0.0,balanced,pop vocals,bass,singer-songwriter
Eu sou feliz assim - Ao vivo,Ferrugem,76,0.73,0.435,0.77,2.63e-06,intense,pop vocals,acoustic,pagode
Woman,Wolfmother,151,0.94,0.236,2.15e-05,0.124,intense,pop vocals,guitar,garage
Estoy Enamorado,Wisin & Yandel,101,0.725,0.78,0.288,0.0,balanced,pop vocals,electronic,latino
Kani (Night),Porya Hatami,116,0.142,0.252,0.99,0.964,dark,instrumental,piano,iranian
Michelle - Remastered 2009,The Beatles,117,0.29,0.578,0.652,0.0,bright,soft vocals,acoustic,psych-rock
Univerze - Extended Mix,Rebourne;Wasted Penguinz,150,0.902,0.371,0.172,0.33,balanced,pop vocals,guitar,hardstyle
Alô,Danieze Santiago;Devinho Novaes,128,0.701,0.81,0.544,0.0,energetic,pop vocals,electronic,forro
Redneck,Lamb of God,131,0.996,0.512,5.63e-05,0.000167,intense,pop vocals,guitar,groove
Halloween,Stephen Lynch,175,0.397,0.336,0.693,0.0,balanced,soft vocals,acoustic,comedy
Don't Shoot Me Santa,The Killers;Ryan Pardey,120,0.847,0.588,0.0601,0.0,energetic,pop vocals,guitar,alternative
fix it up,Pete Bernhard,67,0.338,0.578,0.727,0.0,bright,soft vocals,acoustic,honky-tonk
Run Free - 8D TikTok Edit,Deep Chills;IVIE,100,0.604,0.617,0.0489,9.94e-05,balanced,pop vocals,bass,french
Head Over Heels,Tears For Fears,95,0.839,0.602,0.502,0.00128,energetic,pop vocals,guitar,synth-pop
Licht und Schatten,Yutaka Yamada,172,0.614,0.461,0.00307,0.743,dark,instrumental,bass,anime
Every Little Step,Garreth Maher,125,0.925,0.668,0.0322,0.0,energetic,pop vocals,guitar,groove
Happier,Marshmello;Bastille,100,0.792,0.687,0.191,0.0,energetic,pop vocals,guitar,electro
La La La Lie,Tatsunoshin,160,0.879,0.527,0.0111,0.00082,balanced,pop vocals,guitar,hardstyle
Dancin (feat. Luvli) - Krono Extended Remix,Aaron Smith;Krono;Luvli,120,0.767,0.77,0.00737,0.000894,balanced,pop vocals,electronic,chicago-house
Lullaby,Nickelback,136,0.832,0.508,0.000372,0.0,balanced,pop vocals,guitar,grunge
Run Rudolph Run,Chuck Berry,152,0.876,0.647,0.881,3.59e-05,energetic,pop vocals,acoustic,rock-n-roll
Acenda o farol,Tim Maia,123,0.883,0.574,0.0606,0.0,energetic,pop vocals,guitar,brazil
Dil Ibaadat,Pritam;KK,150,0.859,0.59,0.633,0.0,balanced,pop vocals,acoustic,indian
The Business,Tiësto,120,0.62,0.798,0.414,0.0192,dark,pop vocals,electronic,trance
O que combina comigo é você,Zé Henrique & Gabriel,132,0.671,0.669,0.448,0.0,energetic,pop vocals,bass,sertanejo
"Kaanunna Kalyanam (From ""Sita Ramam (Telugu)"")",Vishal Chandrashekhar;Anurag Kulkarni;Sinduri Vishal,180,0.425,0.502,0.664,0.0,bright,pop vocals,acoustic,pop
